loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,fico_score,fico_class,home_ownership_MORTGAGE,home_ownership_RENT,verif_stat,year_issue,month_issue,year_ecl,month_ecl,geo_loc,geo_loc_ns,geo_loc_we
1,8000.0,36,9.63,256.76,2,1.0,42000.0,4,21.03,0.0,0.0,10.0,717.0,48.6,76.0,762,2,0,1,3,2011,3,3,5,4,2,2
1,4500.0,36,5.42,135.72,1,10.0,100000.0,1,12.65,0.0,0.0,13.0,14780.0,31.6,76.0,772,2,1,0,3,2011,2,3,10,1,1,1
1,10000.0,60,17.14,249.28,5,10.0,84000.0,4,14.29,0.0,2.0,20.0,33259.0,66.7,76.0,677,1,1,0,1,2011,2,2,7,1,1,1
1,8725.0,36,7.29,270.57,1,0.0,54000.0,1,18.42,0.0,0.0,8.0,5782.0,68.8,76.0,722,1,0,1,2,2011,2,1,10,1,1,1
1,27050.0,36,14.54,931.62,4,1.0,70000.0,1,26.73,0.0,1.0,20.0,55719.0,51.8,76.0,727,1,1,0,3,2011,2,2,10,1,1,1
1,28000.0,60,17.51,703.58,5,10.0,76900.0,1,21.82,0.0,3.0,9.0,38227.0,82.7,76.0,707,1,1,0,3,2011,2,3,1,1,1,1
1,6300.0,36,10.37,204.38,2,4.0,70000.0,4,15.12,0.0,0.0,7.0,1061.0,24.7,76.0,682,1,1,0,2,2011,2,1,1,1,1,1
1,6000.0,36,10.0,193.61,2,2.0,14880.0,4,4.19,0.0,3.0,2.0,499.0,17.2,76.0,747,2,0,1,3,2011,2,1,6,1,1,1
1,6000.0,36,10.37,194.65,2,3.0,30000.0,4,10.44,0.0,1.0,5.0,2291.0,65.5,76.0,707,1,0,1,2,2011,2,1,7,4,2,2
0,8000.0,60,15.65,193.06,4,4.0,154000.0,1,8.27,0.0,2.0,7.0,20466.0,97.5,76.0,692,1,0,1,3,2011,2,2,4,2,1,2
1,6500.0,36,10.37,210.87,2,1.0,110000.0,3,9.22,0.0,0.0,5.0,1425.0,62.0,76.0,687,1,1,0,2,2011,2,2,2,1,1,1
1,5000.0,36,5.42,150.8,1,3.0,34000.0,4,23.15,0.0,0.0,7.0,4573.0,46.7,76.0,752,2,0,1,1,2011,2,1,3,1,1,1
0,6000.0,60,14.17,140.14,3,10.0,48000.0,1,15.6,0.0,1.0,7.0,5791.0,76.6,76.0,682,1,0,1,1,2011,2,2,12,1,1,1
1,7000.0,36,7.29,217.07,1,3.0,65000.0,1,5.02,0.0,0.0,3.0,5635.0,28.2,76.0,747,2,0,1,1,2011,2,1,11,4,2,2
0,2400.0,36,6.92,74.02,1,4.0,12000.0,1,22.3,0.0,2.0,11.0,310.0,1.3,76.0,757,2,0,1,1,2011,2,2,7,4,2,2
0,6000.0,60,19.36,156.84,6,10.0,42000.0,1,11.46,0.0,1.0,13.0,11392.0,77.0,76.0,662,0,0,1,2,2011,2,2,12,1,1,1
1,4000.0,36,10.37,129.77,2,8.0,46000.0,4,13.43,0.0,1.0,6.0,5705.0,61.3,76.0,697,1,1,0,1,2011,2,1,9,1,1,1
1,10000.0,36,9.63,320.94,2,5.0,205000.0,4,13.7,0.0,0.0,19.0,3197.0,16.9,76.0,712,1,1,0,3,2011,2,2,12,1,1,1
1,5000.0,36,13.06,168.62,3,9.0,50004.0,1,17.69,0.0,1.0,4.0,3497.0,63.6,76.0,682,1,0,1,1,2011,2,2,7,1,1,1
0,21600.0,60,17.51,542.76,5,7.0,88000.0,3,7.62,1.0,1.0,7.0,3255.0,45.8,76.0,697,1,0,1,3,2011,2,2,5,1,1,1
1,17000.0,36,11.11,557.45,2,3.0,60000.0,1,7.98,0.0,2.0,6.0,17258.0,77.3,76.0,732,1,0,1,2,2011,2,2,3,1,1,1
1,25000.0,60,18.25,638.25,6,1.0,72000.0,1,19.15,0.0,0.0,10.0,33673.0,64.3,76.0,697,1,0,1,2,2011,3,1,4,1,1,1
0,5000.0,36,10.74,163.08,2,6.0,51000.0,1,15.69,1.0,0.0,11.0,8314.0,59.8,76.0,677,1,1,0,1,2011,2,1,9,3,2,1
1,18400.0,60,13.43,422.72,3,10.0,51000.0,1,15.39,0.0,1.0,10.0,22917.0,63.7,76.0,747,2,0,1,1,2011,3,2,2,4,2,2
1,12800.0,60,10.37,274.3,2,10.0,66000.0,2,15.51,0.0,1.0,17.0,3768.0,6.9,76.0,777,2,1,0,1,2011,2,3,3,1,1,1
1,8000.0,36,7.66,249.44,1,0.0,70000.0,1,22.83,0.0,0.0,7.0,27555.0,85.8,76.0,717,1,0,1,1,2011,2,1,3,1,1,1
1,7000.0,36,7.29,217.07,1,1.0,72500.0,1,3.05,0.0,0.0,7.0,4411.0,26.3,76.0,712,1,0,1,1,2011,2,2,10,4,2,2
1,7000.0,36,13.43,237.32,3,10.0,41600.0,1,18.61,0.0,1.0,10.0,3344.0,24.4,76.0,672,1,1,0,3,2011,2,2,1,3,2,1
1,4000.0,36,10.74,130.47,2,2.0,29700.0,1,4.97,0.0,1.0,4.0,4248.0,68.5,76.0,702,1,0,1,1,2011,2,1,11,4,2,2
1,6000.0,60,13.06,136.71,3,10.0,110000.0,1,23.15,0.0,0.0,15.0,15573.0,80.3,76.0,682,1,0,1,3,2011,2,2,6,4,2,2
1,13700.0,60,10.74,296.1,2,10.0,55610.0,1,6.99,0.0,0.0,7.0,3212.0,65.6,76.0,717,1,1,0,3,2011,2,2,5,2,1,2
1,7350.0,36,6.92,226.68,1,1.0,12480.0,4,1.54,0.0,2.0,5.0,119.0,0.5,76.0,782,2,0,1,1,2011,2,1,7,1,1,1
1,8000.0,36,9.63,256.76,2,5.0,68848.0,1,10.32,0.0,0.0,9.0,6957.0,71.0,76.0,702,1,0,1,1,2011,2,2,11,4,2,2
1,3500.0,36,11.11,114.77,2,3.0,74880.0,3,21.55,0.0,2.0,18.0,1621.0,30.0,76.0,687,1,0,1,2,2011,2,1,3,1,1,1
1,6000.0,60,15.65,144.8,4,8.0,50004.0,1,2.62,0.0,1.0,3.0,1952.0,78.1,76.0,692,1,1,0,2,2011,2,1,12,2,1,2
1,12000.0,36,7.29,372.12,1,9.0,61000.0,1,5.08,0.0,0.0,5.0,12653.0,48.9,76.0,742,2,1,0,2,2011,2,1,4,4,2,2
1,10000.0,36,15.65,349.85,4,3.0,36712.0,1,11.9,0.0,0.0,6.0,4215.0,61.1,76.0,687,1,0,1,3,2011,2,1,1,1,1,1
1,6500.0,36,10.74,212.01,2,7.0,52000.0,4,8.58,0.0,1.0,7.0,10058.0,69.8,76.0,692,1,1,0,2,2011,3,1,11,1,1,1
1,8075.0,36,13.06,272.32,3,4.0,54000.0,1,24.38,0.0,1.0,14.0,36640.0,85.8,76.0,677,1,0,1,1,2011,2,1,3,1,1,1
1,16000.0,60,16.02,389.26,4,9.0,54500.0,1,19.84,0.0,2.0,21.0,24800.0,41.0,76.0,727,1,1,0,2,2011,2,3,8,1,1,1
1,8000.0,36,9.63,256.76,2,5.0,65000.0,4,5.02,0.0,1.0,5.0,5139.0,71.4,76.0,722,1,0,1,3,2011,2,2,1,1,1,1
1,4800.0,36,12.68,161.0,3,3.0,40000.0,1,4.17,1.0,0.0,11.0,2857.0,30.5,76.0,682,1,0,1,2,2011,2,1,10,1,1,1
1,7000.0,36,10.37,227.09,2,2.0,30000.0,1,16.32,0.0,0.0,10.0,9786.0,74.8,76.0,687,1,0,1,2,2011,2,4,4,1,1,1
1,12000.0,36,6.92,370.09,1,8.0,75000.0,4,24.93,0.0,0.0,10.0,8806.0,24.2,76.0,752,2,0,1,3,2011,2,1,3,1,1,1
1,9200.0,60,16.4,225.69,5,3.0,41004.0,1,24.38,0.0,1.0,10.0,5080.0,39.1,76.0,667,0,0,1,1,2011,2,2,6,1,1,1
1,4500.0,36,7.29,139.55,1,5.0,32000.0,4,2.93,0.0,0.0,9.0,4299.0,42.5,76.0,717,1,0,1,2,2011,2,1,10,1,1,1
1,14000.0,36,14.17,479.65,3,2.0,81000.0,1,14.4,0.0,1.0,16.0,14718.0,49.1,76.0,687,1,0,1,1,2011,2,1,11,4,2,2
1,7200.0,36,13.06,242.81,3,0.0,49920.0,1,7.43,0.0,0.0,5.0,5455.0,85.2,76.0,672,1,0,1,1,2011,2,1,11,1,1,1
1,12000.0,60,10.37,257.16,2,0.0,60000.0,1,18.84,0.0,0.0,9.0,34229.0,75.7,76.0,722,1,0,1,2,2011,2,3,5,4,2,2
1,13000.0,36,13.06,438.4,3,0.0,67000.0,1,18.29,0.0,2.0,14.0,9421.0,51.8,76.0,712,1,0,1,2,2011,2,1,4,4,2,2
1,8500.0,60,10.74,183.72,2,10.0,57339.0,1,0.42,0.0,3.0,5.0,109.0,1.1,76.0,797,2,1,0,1,2011,2,2,10,4,2,2
1,9750.0,36,9.63,312.92,2,2.0,27000.0,4,21.82,0.0,0.0,3.0,774.0,19.3,76.0,742,2,0,1,1,2011,2,1,9,4,2,2
1,3000.0,36,13.8,102.25,3,3.0,43200.0,1,12.39,0.0,1.0,6.0,3085.0,39.6,76.0,667,0,0,1,3,2011,2,2,5,4,2,2
1,8000.0,36,7.66,249.44,1,5.0,40560.0,1,20.47,0.0,0.0,22.0,23027.0,88.6,76.0,737,1,0,1,1,2011,2,2,10,2,1,2
0,25000.0,60,15.65,603.32,4,6.0,122000.0,4,14.78,0.0,0.0,17.0,36067.0,69.0,76.0,737,1,1,0,3,2011,2,3,12,1,1,1
1,5600.0,36,7.29,173.66,1,3.0,52800.0,1,16.61,0.0,0.0,8.0,22614.0,74.9,76.0,722,1,0,1,3,2011,2,2,2,4,2,2
1,10400.0,36,7.66,324.27,1,10.0,76248.0,1,13.02,0.0,3.0,10.0,19656.0,44.1,76.0,727,1,1,0,1,2011,2,2,10,4,2,2
1,12000.0,60,13.8,277.98,3,0.0,83000.0,1,12.9,1.0,1.0,17.0,29661.0,31.6,76.0,707,1,1,0,2,2011,2,2,12,1,1,1
1,10000.0,60,10.37,214.3,2,6.0,38004.0,1,8.08,0.0,1.0,7.0,6099.0,29.1,76.0,747,2,1,0,1,2011,2,2,4,1,1,1
1,8125.0,60,13.43,186.67,3,0.0,107000.0,1,15.08,0.0,1.0,14.0,23311.0,76.2,76.0,707,1,1,0,3,2011,2,2,10,4,2,2
1,19000.0,60,18.62,488.91,6,5.0,70000.0,1,18.09,0.0,0.0,7.0,18668.0,89.3,76.0,682,1,0,1,2,2011,2,1,4,1,1,1
1,10000.0,36,10.37,324.42,2,4.0,55000.0,1,21.6,0.0,2.0,11.0,7820.0,48.9,76.0,707,1,0,1,1,2011,2,1,1,1,1,1
0,16200.0,60,17.14,403.84,5,3.0,53000.0,3,14.31,0.0,1.0,8.0,17699.0,73.7,76.0,687,1,0,1,3,2011,2,3,12,3,2,1
1,8000.0,36,7.66,249.44,1,10.0,81900.0,1,22.7,0.0,0.0,17.0,4493.0,18.6,76.0,712,1,1,0,1,2011,2,1,7,4,2,2
1,16000.0,60,16.02,389.26,4,0.0,114000.0,4,10.93,0.0,1.0,14.0,9912.0,40.0,76.0,712,1,1,0,2,2011,2,3,10,1,1,1
1,10800.0,36,7.29,334.91,1,10.0,84000.0,1,20.83,0.0,0.0,10.0,23810.0,36.5,76.0,717,1,1,0,1,2011,2,3,8,4,2,2
1,5000.0,60,15.28,119.69,4,10.0,63000.0,4,10.91,0.0,3.0,10.0,12425.0,68.8,76.0,677,1,1,0,3,2011,2,2,11,1,1,1
1,6000.0,60,7.66,120.69,1,5.0,98899.39,3,10.69,0.0,0.0,9.0,1976.0,23.0,76.0,752,2,1,0,3,2011,2,2,7,2,1,2
1,18000.0,36,10.37,583.95,2,1.0,110000.0,1,6.7,0.0,1.0,12.0,3967.0,8.9,76.0,747,2,1,0,3,2011,2,1,4,1,1,1
0,24000.0,60,15.65,579.18,4,2.0,110000.0,2,4.67,0.0,3.0,10.0,9453.0,39.2,76.0,742,2,1,0,2,2011,2,2,4,3,2,1
1,6500.0,60,7.66,130.75,1,1.0,30000.0,4,24.68,0.0,0.0,12.0,4546.0,36.4,76.0,757,2,0,1,3,2011,2,1,12,3,2,1
1,12000.0,36,9.63,385.13,2,4.0,95000.0,1,14.65,0.0,0.0,14.0,14926.0,33.5,76.0,712,1,0,1,2,2011,2,2,10,4,2,2
1,9600.0,36,10.37,311.44,2,0.0,97500.0,1,24.68,0.0,0.0,11.0,19018.0,82.9,76.0,697,1,0,1,3,2011,2,1,8,1,1,1
1,4800.0,36,15.28,167.06,4,0.0,14004.0,4,8.57,0.0,3.0,3.0,1651.0,60.3,76.0,682,1,0,1,2,2011,2,1,12,1,1,1
1,10000.0,36,10.37,324.42,2,10.0,115000.0,4,21.81,0.0,0.0,19.0,16050.0,73.3,76.0,697,1,0,1,3,2011,3,3,5,1,1,1
1,5000.0,36,10.0,161.34,2,9.0,33000.0,2,5.35,0.0,1.0,7.0,5688.0,32.8,76.0,702,1,0,1,2,2011,3,1,10,1,1,1
1,13600.0,36,10.0,438.84,2,2.0,68000.0,1,12.85,0.0,1.0,5.0,7812.0,54.6,76.0,732,1,0,1,1,2011,2,2,12,1,1,1
1,18000.0,36,10.0,580.81,2,3.0,68004.0,1,13.57,0.0,0.0,8.0,17108.0,54.5,76.0,732,1,0,1,2,2011,2,2,12,4,2,2
1,8400.0,36,7.29,260.49,1,8.0,63000.0,1,8.13,0.0,0.0,9.0,6151.0,24.4,76.0,732,1,1,0,3,2011,2,1,11,4,2,2
1,11200.0,36,7.66,349.22,1,3.0,92000.0,1,11.3,0.0,2.0,10.0,12701.0,64.8,76.0,722,1,1,0,2,2011,2,1,1,3,2,1
1,2500.0,36,14.91,86.56,4,1.0,135000.0,2,18.28,0.0,1.0,11.0,36104.0,90.0,76.0,662,0,1,0,2,2011,2,2,6,1,1,1
1,15000.0,36,16.02,527.51,4,10.0,216000.0,1,11.19,0.0,1.0,12.0,43144.0,98.1,76.0,707,1,1,0,3,2011,2,2,1,1,1,1
1,9000.0,36,5.79,272.95,1,3.0,33000.0,1,12.22,0.0,1.0,18.0,4105.0,7.3,76.0,772,2,0,1,1,2011,2,2,6,1,1,1
1,12000.0,36,11.11,393.5,2,3.0,115000.0,1,18.16,0.0,2.0,16.0,33629.0,83.2,76.0,692,1,1,0,2,2011,2,2,8,3,2,1
1,7500.0,36,7.29,232.58,1,2.0,65000.0,1,14.44,0.0,1.0,8.0,8590.0,27.8,76.0,732,1,1,0,3,2011,2,1,4,1,1,1
1,10000.0,60,14.91,237.43,4,5.0,35000.0,1,10.35,0.0,2.0,14.0,10957.0,48.7,76.0,687,1,0,1,3,2011,2,1,6,1,1,1
1,8000.0,36,5.42,241.28,1,1.0,60000.0,1,6.86,0.0,0.0,8.0,5340.0,10.3,76.0,777,2,0,1,2,2011,2,1,1,4,2,2
1,11000.0,60,10.37,235.73,2,2.0,234000.0,1,4.3,0.0,2.0,13.0,12154.0,13.5,76.0,757,2,1,0,3,2011,2,2,5,2,1,2
1,4800.0,60,10.74,103.75,2,1.0,40000.0,1,6.42,0.0,0.0,5.0,2899.0,39.7,76.0,707,1,1,0,1,2011,2,1,3,1,1,1
1,2400.0,36,9.63,77.03,2,10.0,106000.0,2,0.37,0.0,1.0,2.0,1114.0,65.5,76.0,757,2,1,0,1,2011,2,2,8,3,2,1
1,9600.0,36,7.66,299.33,1,10.0,42000.0,2,11.09,0.0,1.0,11.0,7709.0,19.2,76.0,722,1,0,1,1,2011,2,1,7,1,1,1
1,6000.0,60,10.37,128.58,2,10.0,63000.0,1,12.78,0.0,0.0,10.0,4366.0,30.7,76.0,712,1,1,0,1,2011,2,2,7,4,2,2
1,4000.0,60,10.74,86.46,2,10.0,41000.0,1,23.71,0.0,0.0,10.0,20043.0,72.1,76.0,707,1,1,0,1,2011,2,2,1,1,1,1
0,13000.0,60,17.51,326.66,5,7.0,50000.0,1,21.74,0.0,0.0,15.0,14017.0,55.6,76.0,712,1,0,1,3,2011,2,2,2,1,1,1
1,12000.0,60,13.06,273.41,3,6.0,75000.0,1,14.29,1.0,1.0,9.0,6608.0,17.3,76.0,722,1,1,0,1,2011,2,2,3,1,1,1
1,5000.0,60,7.29,99.7,1,8.0,61200.0,3,4.92,0.0,0.0,12.0,8486.0,10.8,76.0,787,2,1,0,1,2011,2,2,6,1,1,1
1,3000.0,36,5.79,90.99,1,0.0,30000.0,4,17.6,0.0,1.0,8.0,3865.0,30.4,76.0,752,2,0,1,2,2011,2,2,11,1,1,1
1,2000.0,60,13.06,45.57,3,4.0,36000.0,3,21.1,0.0,3.0,4.0,659.0,10.5,76.0,722,1,0,1,1,2011,2,1,3,2,1,2
1,25000.0,60,15.65,603.32,4,3.0,60000.0,1,18.05,0.0,0.0,11.0,14817.0,50.4,76.0,737,1,0,1,2,2011,2,3,2,4,2,2
1,15000.0,36,9.63,481.41,2,5.0,84000.0,1,9.24,0.0,0.0,18.0,23754.0,42.1,76.0,762,2,1,0,2,2011,2,2,7,4,2,2
1,6000.0,36,13.8,204.49,3,0.0,145000.0,1,20.76,0.0,1.0,11.0,59512.0,95.8,76.0,687,1,0,1,3,2011,2,3,5,1,1,1
0,4000.0,36,5.42,120.64,1,0.0,32000.0,1,13.99,0.0,0.0,16.0,1255.0,5.0,76.0,752,2,0,1,2,2011,2,1,9,1,1,1
1,9000.0,36,6.92,277.57,1,9.0,92000.0,4,16.66,0.0,0.0,15.0,4413.0,60.5,76.0,737,1,0,1,2,2011,2,2,11,1,1,1
1,3000.0,36,6.92,92.53,1,2.0,58000.0,4,18.17,0.0,1.0,10.0,683.0,2.8,76.0,762,2,1,0,2,2011,2,2,10,3,2,1
1,10000.0,36,7.29,310.1,1,3.0,73000.0,4,4.7,0.0,1.0,10.0,7337.0,36.9,76.0,732,1,0,1,3,2011,2,2,5,1,1,1
1,3000.0,36,5.79,90.99,1,3.0,27000.0,2,13.56,0.0,1.0,14.0,991.0,2.3,76.0,797,2,1,0,1,2011,2,4,7,1,1,1
1,5000.0,36,6.92,154.21,1,10.0,55000.0,1,11.5,0.0,2.0,5.0,6150.0,23.7,76.0,762,2,1,0,1,2011,2,2,8,1,1,1
0,10000.0,36,10.37,324.42,2,2.0,157656.0,2,9.54,0.0,0.0,6.0,30889.0,95.0,76.0,717,1,1,0,2,2011,3,4,6,4,2,2
1,3000.0,60,15.28,71.82,4,5.0,44400.0,3,20.51,0.0,1.0,6.0,4941.0,78.4,76.0,687,1,0,1,1,2011,2,1,12,1,1,1
1,7000.0,60,10.37,150.01,2,10.0,42000.0,1,11.77,0.0,0.0,11.0,12821.0,35.7,76.0,722,1,1,0,1,2011,2,1,5,4,2,2
1,15000.0,36,13.06,505.85,3,1.0,48000.0,1,20.85,0.0,0.0,9.0,18476.0,64.8,76.0,697,1,0,1,1,2011,2,1,4,4,2,2
1,10800.0,60,12.68,243.97,3,4.0,52000.0,1,10.27,0.0,2.0,8.0,9705.0,83.7,76.0,717,1,1,0,2,2011,2,2,7,1,1,1
1,6000.0,36,9.63,192.57,2,3.0,71500.0,1,9.55,0.0,0.0,10.0,4378.0,26.1,76.0,697,1,1,0,1,2011,2,1,10,1,1,1
1,23500.0,60,16.02,571.73,4,7.0,60000.0,1,26.8,0.0,1.0,21.0,27548.0,41.7,76.0,732,1,0,1,3,2011,2,2,12,4,2,2
1,12000.0,36,15.28,417.64,4,1.0,125000.0,1,10.02,0.0,0.0,9.0,19431.0,80.0,76.0,672,1,0,1,1,2011,2,2,5,4,2,2
1,6000.0,36,7.29,186.06,1,3.0,64000.0,1,12.06,0.0,1.0,6.0,990.0,70.7,76.0,727,1,1,0,1,2011,2,3,4,1,1,1
1,20000.0,60,16.77,494.59,5,10.0,50000.0,4,5.62,0.0,0.0,4.0,2455.0,32.6,76.0,762,2,0,1,3,2011,2,1,2,1,1,1
1,25000.0,60,18.99,648.38,6,10.0,55000.0,4,1.27,0.0,1.0,9.0,3132.0,21.2,76.0,677,1,1,0,3,2011,2,2,12,4,2,2
1,3000.0,36,6.92,92.53,1,3.0,37200.0,1,20.29,0.0,0.0,4.0,10440.0,58.0,76.0,757,2,1,0,3,2011,2,3,5,4,2,2
1,6000.0,36,10.37,194.65,2,4.0,40000.0,1,19.92,0.0,1.0,19.0,5616.0,41.6,76.0,697,1,0,1,1,2011,2,1,1,4,2,2
1,6000.0,36,6.92,185.05,1,4.0,75000.0,1,6.94,0.0,0.0,4.0,8979.0,23.8,76.0,752,2,0,1,1,2011,2,1,4,1,1,1
1,6500.0,60,12.68,146.84,3,3.0,45000.0,1,12.4,1.0,0.0,9.0,6521.0,75.0,76.0,697,1,0,1,2,2011,2,1,6,1,1,1
1,11750.0,36,17.14,419.74,5,10.0,72000.0,1,11.43,1.0,2.0,7.0,5926.0,94.1,76.0,662,0,0,1,3,2011,2,3,1,1,1,1
1,7500.0,36,13.43,254.27,3,7.0,28800.0,1,13.75,0.0,2.0,12.0,4776.0,28.1,76.0,687,1,1,0,2,2011,2,1,6,4,2,2
1,9000.0,36,11.11,295.12,2,10.0,37000.0,1,9.47,0.0,0.0,3.0,2908.0,96.9,76.0,727,1,0,1,2,2011,2,2,9,4,2,2
1,12000.0,36,17.14,428.67,5,3.0,50000.0,1,11.35,0.0,0.0,8.0,21012.0,82.8,76.0,667,0,0,1,1,2011,3,1,3,1,1,1
1,8000.0,36,13.8,272.65,3,3.0,125000.0,1,16.94,1.0,1.0,14.0,20730.0,61.6,76.0,672,1,1,0,2,2011,2,3,4,4,2,2
1,12875.0,60,10.0,273.56,2,7.0,37000.0,2,4.44,0.0,0.0,13.0,8077.0,22.9,76.0,767,2,1,0,1,2011,2,2,12,4,2,2
1,12000.0,36,7.29,372.12,1,9.0,36000.0,4,4.27,0.0,0.0,6.0,5880.0,49.8,76.0,747,2,0,1,2,2011,2,1,2,4,2,2
1,14600.0,60,18.25,372.74,6,5.0,42000.0,1,23.86,0.0,2.0,15.0,18285.0,52.8,76.0,672,1,1,0,1,2011,2,2,8,1,1,1
0,17000.0,60,16.4,417.03,5,5.0,75000.0,1,8.46,0.0,0.0,8.0,27005.0,88.8,76.0,707,1,1,0,1,2011,2,2,12,1,1,1
1,16000.0,60,17.51,402.05,5,3.0,57000.0,1,14.48,0.0,0.0,6.0,19609.0,89.9,76.0,692,1,0,1,2,2011,2,1,11,3,2,1
1,10000.0,36,9.63,320.94,2,10.0,90000.0,1,17.96,0.0,0.0,8.0,52045.0,73.9,76.0,707,1,0,1,2,2011,2,4,5,1,1,1
1,3600.0,36,5.42,108.58,1,7.0,93600.0,4,17.81,0.0,0.0,14.0,13548.0,21.8,76.0,797,2,1,0,2,2011,3,4,5,3,2,1
1,4000.0,36,13.8,136.33,3,3.0,40000.0,4,12.69,0.0,1.0,5.0,6841.0,69.4,76.0,672,1,0,1,1,2011,2,1,8,1,1,1
1,4000.0,36,5.42,120.64,1,2.0,92000.0,1,4.96,0.0,0.0,6.0,1790.0,22.4,76.0,757,2,0,1,3,2011,2,1,5,1,1,1
1,7000.0,36,6.92,215.89,1,5.0,54996.0,4,3.27,0.0,2.0,7.0,920.0,8.8,76.0,732,1,1,0,1,2011,2,1,2,1,1,1
0,7200.0,60,13.06,164.05,3,3.0,56500.0,1,14.93,0.0,3.0,14.0,7683.0,63.8,76.0,707,1,1,0,2,2011,2,2,6,1,1,1
1,2600.0,36,16.77,92.4,5,1.0,38000.0,1,14.18,0.0,0.0,9.0,9481.0,99.8,76.0,667,0,0,1,2,2011,2,1,11,4,2,2
1,15300.0,60,13.43,351.5,3,2.0,125000.0,1,9.62,0.0,2.0,11.0,26301.0,41.4,76.0,762,2,1,0,3,2011,2,2,4,4,2,2
1,16000.0,60,16.77,395.67,5,5.0,168000.0,1,13.46,0.0,1.0,13.0,34407.0,69.0,76.0,727,1,1,0,2,2011,2,2,6,4,2,2
1,8775.0,36,13.06,295.92,3,3.0,42240.0,1,17.95,0.0,0.0,12.0,14615.0,71.3,76.0,672,1,0,1,2,2011,2,1,1,4,2,2
1,8800.0,36,10.37,285.49,2,0.0,119000.0,1,18.84,0.0,0.0,12.0,27168.0,57.0,76.0,682,1,1,0,3,2011,2,3,10,1,1,1
1,17000.0,60,13.43,390.56,3,0.0,70000.0,1,18.24,0.0,2.0,8.0,18875.0,32.8,76.0,747,2,1,0,2,2011,3,2,8,1,1,1
1,19200.0,60,15.28,459.6,4,8.0,59000.0,1,25.32,0.0,1.0,13.0,25686.0,61.4,76.0,727,1,1,0,1,2011,2,2,9,3,2,1
1,4000.0,36,10.0,129.07,2,5.0,58000.0,1,20.32,0.0,0.0,12.0,6790.0,52.6,76.0,687,1,0,1,2,2011,2,1,6,4,2,2
1,15000.0,36,10.0,484.01,2,9.0,54996.0,3,5.39,0.0,0.0,5.0,9198.0,49.5,76.0,757,2,1,0,1,2011,3,2,8,3,2,1
1,8000.0,36,7.29,248.08,1,10.0,96000.0,1,10.1,0.0,1.0,9.0,23986.0,59.5,76.0,742,2,1,0,3,2011,2,2,12,4,2,2
1,15000.0,36,13.06,505.85,3,2.0,37600.0,1,17.81,0.0,1.0,9.0,26491.0,58.3,76.0,707,1,0,1,1,2011,2,1,12,1,1,1
1,9600.0,36,11.11,314.8,2,0.0,40000.0,1,26.79,0.0,1.0,2.0,33529.0,83.0,76.0,722,1,0,1,3,2011,2,2,9,2,1,2
1,2000.0,36,7.66,62.36,1,1.0,38400.0,1,2.19,0.0,1.0,4.0,4503.0,81.9,76.0,737,1,0,1,1,2011,2,1,11,4,2,2
1,16000.0,36,16.4,565.68,5,4.0,110000.0,1,14.97,1.0,0.0,14.0,16335.0,63.7,76.0,677,1,0,1,3,2011,2,2,4,1,1,1
1,3000.0,36,7.29,93.03,1,9.0,72054.0,1,14.04,0.0,0.0,14.0,18710.0,23.8,76.0,722,1,0,1,1,2011,2,1,5,1,1,1
1,12000.0,36,7.29,372.12,1,3.0,76494.0,1,18.12,0.0,0.0,8.0,26689.0,62.7,76.0,727,1,1,0,3,2011,2,1,4,2,1,2
1,10000.0,36,7.66,311.8,1,3.0,132000.0,4,12.85,0.0,1.0,9.0,9707.0,38.7,76.0,732,1,1,0,3,2011,2,2,10,4,2,2
1,14000.0,36,13.06,472.13,3,1.0,45000.0,1,15.89,0.0,0.0,10.0,21817.0,75.5,76.0,687,1,0,1,3,2011,2,1,9,4,2,2
1,11000.0,36,7.29,341.11,1,8.0,55400.0,1,11.5,0.0,0.0,9.0,7004.0,33.8,76.0,722,1,1,0,3,2011,2,1,9,1,1,1
1,8900.0,36,10.0,287.18,2,3.0,116400.0,3,2.28,0.0,0.0,3.0,6019.0,25.5,76.0,727,1,0,1,1,2011,2,3,9,3,2,1
1,10000.0,36,6.92,308.41,1,2.0,60000.0,1,13.3,0.0,0.0,11.0,6363.0,84.8,76.0,737,1,1,0,2,2011,2,2,12,2,1,2
1,16000.0,60,16.02,389.26,4,10.0,99504.0,2,4.14,0.0,2.0,7.0,2933.0,11.7,76.0,712,1,1,0,2,2011,3,2,12,4,2,2
1,5000.0,36,5.79,151.64,1,9.0,78000.0,3,22.6,0.0,2.0,15.0,20135.0,26.0,76.0,762,2,1,0,2,2011,2,3,4,4,2,2
1,20000.0,60,15.65,482.65,4,2.0,45050.0,1,10.2,0.0,0.0,9.0,4520.0,22.5,76.0,737,1,1,0,3,2011,2,2,11,4,2,2
1,7000.0,60,10.37,150.01,2,2.0,50000.0,4,1.17,0.0,0.0,3.0,3278.0,17.5,76.0,752,2,0,1,1,2011,2,1,4,4,2,2
1,13000.0,60,11.11,283.37,2,4.0,42996.0,1,15.66,0.0,0.0,3.0,15285.0,66.5,76.0,752,2,0,1,2,2011,2,2,11,4,2,2
